id	subset	subtracted_length	sequence_length	query_length	num_sequences
6AHU-K	test_pdbch	0	154	154	256
6AHY-B	test_pdbch	0	319	319	256
6AIT-A	test_pdbch	0	439	439	256
6AP1-H	test_pdbch	0	330	330	256
6AHV-A	test_pdbch	0	363	363	256
6APJ-A	test_pdbch	0	374	374	256
6ARH-A	test_pdbch	0	338	338	256
6AQ1-A	test_pdbch	0	136	136	256
6ASO-C	test_pdbch	0	97	97	256
6ASO-G	test_pdbch	0	115	115	256
6AHD-u~	test_pdbch	0	793	793	256
6ASO-A	test_pdbch	0	424	424	256
6AT4-A	test_pdbch	0	546	546	256
6AVE-A	test_pdbch	0	527	527	256
6ASO-H	test_pdbch	0	115	115	256
6AVH-A	test_pdbch	0	595	595	256
6B8H-k~	test_pdbch	0	68	68	256
6B3J-R	test_pdbch	0	491	491	256
6B2E-C	test_pdbch	0	336	336	256
6B9X-A	test_pdbch	0	161	161	256
6BBQ-A	test_pdbch	0	520	520	256
6B2E-B	test_pdbch	0	272	272	256
6BBO-A	test_pdbch	0	180	180	256
6BD1-A	test_pdbch	0	245	245	256
6BEV-A	test_pdbch	0	135	135	256
6BFZ-A	test_pdbch	0	449	449	256
6BGL-B	test_pdbch	0	174	174	256
6BCU-X	test_pdbch	0	122	122	256
6BJ0-A	test_pdbch	0	585	585	256
6BJC-T	test_pdbch	0	747	747	256
6BGI-A	test_pdbch	0	912	912	256
6BJE-A	test_pdbch	0	222	222	256
6BL1-B	test_pdbch	0	425	425	256
6BMS-A	test_pdbch	0	341	341	256
6BK8-g~	test_pdbch	0	101	101	256
6BQC-A	test_pdbch	0	383	383	256
6BOA-A	test_pdbch	0	742	742	256
6BUZ-A	test_pdbch	0	160	160	256
6BW5-A	test_pdbch	0	417	417	256
6BX3-A	test_pdbch	0	314	314	256
6BX3-B	test_pdbch	0	412	412	256
6C0F-I	test_pdbch	0	295	295	256
6C0F-K	test_pdbch	0	376	376	256
6C23-A	test_pdbch	0	739	739	256
6C0F-v~	test_pdbch	0	453	453	256
6C0F-s~	test_pdbch	0	807	807	256
6C01-A	test_pdbch	0	838	838	256
6C4I-N	test_pdbch	0	136	136	256
6C5X-B	test_pdbch	0	118	118	256
6C23-K	test_pdbch	0	746	746	256
6C57-A	test_pdbch	0	322	322	256
6C3O-A	test_pdbch	0	406	406	256
6C95-A	test_pdbch	0	866	866	256
6C9M-B	test_pdbch	0	236	236	256
6CB1-b~	test_pdbch	0	291	291	256
6C96-A	test_pdbch	0	825	825	256
6CB1-p~	test_pdbch	0	505	505	256
6CCI-A	test_pdbch	0	487	487	256
6CE1-A	test_pdbch	0	686	686	256
6CES-N	test_pdbch	0	380	380	256
6CFO-B	test_pdbch	0	341	341	256
6CES-C	test_pdbch	0	399	399	256
6CES-A	test_pdbch	0	313	313	256
6CGE-A	test_pdbch	0	328	328	256
6CET-M	test_pdbch	0	569	569	256
6CNB-I	test_pdbch	0	110	110	256
6CNB-D	test_pdbch	0	161	161	256
6CFS-A	test_pdbch	0	262	262	256
6CMO-R	test_pdbch	0	463	463	256
6CNC-Q	test_pdbch	0	251	251	256
6CIJ-D	test_pdbch	0	520	520	256
6CNC-N	test_pdbch	0	422	422	256
6CHD-A	test_pdbch	0	597	597	256
6CND-L	test_pdbch	0	70	70	256
6CNF-K	test_pdbch	0	142	142	256
6CNN-A	test_pdbch	0	427	427	256
6CP3-7	test_pdbch	0	173	173	256
6CP3-Y	test_pdbch	0	195	195	256
6CNF-S	test_pdbch	0	594	594	256
6CP5-U	test_pdbch	0	95	95	256
6CP6-X	test_pdbch	0	249	249	256
6CWS-A	test_pdbch	0	108	108	256
6D0Y-A	test_pdbch	0	176	176	256
6CV9-A	test_pdbch	0	842	842	256
6D36-C	test_pdbch	0	366	366	256
6CPL-A	test_pdbch	0	229	229	256
6CUD-A	test_pdbch	0	806	806	256
6D67-A	test_pdbch	0	520	520	256
6CWZ-C	test_pdbch	0	346	346	256
6D6Q-B	test_pdbch	0	249	249	256
6D6Q-F	test_pdbch	0	272	272	256
6D6Q-E	test_pdbch	0	293	293	256
6D6R-C	test_pdbch	0	278	278	256
6D6Q-K	test_pdbch	0	960	960	256
6D9H-A	test_pdbch	0	355	355	256
6D6R-H	test_pdbch	0	296	296	256
6D6S-A	test_pdbch	0	443	443	256
6DBW-B	test_pdbch	0	533	533	256
6DA2-A	test_pdbch	0	487	487	256
6D7G-A	test_pdbch	0	427	427	256
6DEU-A	test_pdbch	0	302	302	256
6DFF-C	test_pdbch	0	193	193	256
6DDQ-A	test_pdbch	0	579	579	256
6DGE-A	test_pdbch	0	308	308	256
6DDT-A	test_pdbch	0	868	868	256
6DFT-B	test_pdbch	0	342	342	256
6DBY-A	test_pdbch	0	150	150	256
6DFT-A	test_pdbch	0	461	461	256
6DII-A	test_pdbch	0	636	636	256
6DK0-A	test_pdbch	0	227	227	256
6DO6-A	test_pdbch	0	135	135	256
6DPQ-A	test_pdbch	0	425	425	256
6DMR-A	test_pdbch	0	730	730	256
6DS2-B	test_pdbch	0	114	114	256
6DU8-A	test_pdbch	0	805	805	256
6DWN-A	test_pdbch	0	491	491	256
6DTL-A	test_pdbch	0	364	364	256
6DXW-A	test_pdbch	0	341	341	256
6DZ3-A	test_pdbch	0	297	297	256
6E0F-J	test_pdbch	0	226	226	256
6E2H-E	test_pdbch	0	100	100	256
6E2G-A	test_pdbch	0	727	727	256
6E3K-A	test_pdbch	0	148	148	214
6DZ7-B	test_pdbch	0	735	735	256
6E3Y-E	test_pdbch	0	149	149	256
6E6M-A	test_pdbch	0	140	140	256
6E07-L	test_pdbch	0	515	515	256
6E8E-B	test_pdbch	0	517	517	256
6E7Z-A	test_pdbch	0	580	580	256
6E8G-T	test_pdbch	0	199	199	256
6EF3-H	test_pdbch	0	467	467	256
6EHA-A	test_pdbch	0	288	288	256
6EL3-D	test_pdbch	0	381	381	256
6EHO-A	test_pdbch	0	723	723	256
6ELZ-O	test_pdbch	0	199	199	256
6ELZ-q~	test_pdbch	0	618	618	256
6EM1-m~	test_pdbch	0	807	807	256
6EM1-o~	test_pdbch	0	220	220	256
6ELZ-w~	test_pdbch	0	841	841	256
6EM3-i~	test_pdbch	0	100	100	256
6EM4-u~	test_pdbch	0	199	199	256
6EM3-J	test_pdbch	0	427	427	256
6EM4-A	test_pdbch	0	291	291	256
6EM5-I	test_pdbch	0	663	663	256
6EMI-A	test_pdbch	0	532	532	256
6ENY-D	test_pdbch	0	481	481	256
6EM5-n~	test_pdbch	0	605	605	256
6ENY-F	test_pdbch	0	341	341	256
6ENY-C	test_pdbch	0	428	428	256
6ENU-w~	test_pdbch	0	188	188	256
6EMK-B	test_pdbch	0	303	303	256
6ERQ-F	test_pdbch	0	377	377	256
6EOJ-D	test_pdbch	0	470	470	256
6ENY-G	test_pdbch	0	400	400	256
6EOJ-B	test_pdbch	0	208	208	256
6EUQ-A	test_pdbch	0	419	419	256
6F02-A	test_pdbch	0	389	389	256
6EU0-Q	test_pdbch	0	251	251	256
6EZO-E	test_pdbch	0	452	452	256
6F41-V	test_pdbch	0	596	596	256
6F05-A	test_pdbch	0	215	215	256
6F42-P	test_pdbch	0	317	317	256
6F07-A	test_pdbch	0	620	620	256
6F41-O	test_pdbch	0	654	654	256
6F41-W	test_pdbch	0	594	594	256
6F44-C	test_pdbch	0	335	335	256
6F1U-X	test_pdbch	0	577	577	256
6F4A-A	test_pdbch	0	832	832	256
6FAF-A	test_pdbch	0	261	261	256
6FAI-k~	test_pdbch	0	788	788	256
6FAI-l~	test_pdbch	0	425	425	256
6FCX-A	test_pdbch	0	615	615	256
6FAE-B	test_pdbch	0	213	213	256
6F7H-A	test_pdbch	0	301	301	256
6FAK-A	test_pdbch	0	586	586	256
6FEC-8	test_pdbch	0	374	374	256
6FE8-D	test_pdbch	0	519	519	256
6FEC-6	test_pdbch	0	218	218	256
6FEC-u~	test_pdbch	0	636	636	256
6FEY-A	test_pdbch	0	242	242	256
6FF7-t~	test_pdbch	0	343	343	256
6FOH-A	test_pdbch	0	224	224	256
6FON-A	test_pdbch	0	252	252	256
6FTQ-A	test_pdbch	0	390	390	256
6FRK-x~	test_pdbch	0	504	504	256
6FT6-s~	test_pdbch	0	520	520	256
6FYX-l~	test_pdbch	0	285	285	256
6FRV-A	test_pdbch	0	616	616	256
6FSZ-KK	test_pdbch	0	733	733	256
6FYX-o~	test_pdbch	0	964	964	256
6FXY-A	test_pdbch	0	718	718	256
6FYY-p~	test_pdbch	0	763	763	256
6G4T-A	test_pdbch	0	274	274	256
6FYY-m~	test_pdbch	0	405	405	256
6G2J-Z	test_pdbch	0	144	144	256
6FYY-i~	test_pdbch	0	153	153	256
6G1K-A	test_pdbch	0	921	921	256
6G4W-q~	test_pdbch	0	281	281	256
6G51-F	test_pdbch	0	204	204	256
6G5I-y~	test_pdbch	0	412	412	256
6G5I-O	test_pdbch	0	151	151	256
6G51-g~	test_pdbch	0	317	317	256
6G72-S	test_pdbch	0	99	99	256
6G5H-N	test_pdbch	0	151	151	256
6G7O-A	test_pdbch	0	350	350	256
6G79-S	test_pdbch	0	364	364	256
6G90-A	test_pdbch	0	298	298	256
6G90-B	test_pdbch	0	300	300	256
6G90-C	test_pdbch	0	231	231	256
6G7R-L	test_pdbch	0	582	582	256
6G90-H	test_pdbch	0	261	261	256
6G90-U	test_pdbch	0	266	266	256
6G90-D	test_pdbch	0	629	629	256
6G90-J	test_pdbch	0	620	620	256
6GDG-A	test_pdbch	0	479	479	256
6GCT-A	test_pdbch	0	541	541	256
6GEJ-R	test_pdbch	0	438	438	256
6GEJ-T	test_pdbch	0	463	463	256
6GEJ-S	test_pdbch	0	280	280	256
6GD1-A	test_pdbch	0	206	206	256
6GEJ-U	test_pdbch	0	471	471	256
6GEN-C	test_pdbch	0	103	103	256
6GEN-G	test_pdbch	0	131	131	256
6GIQ-d~	test_pdbch	0	155	155	256
6GIQ-E	test_pdbch	0	215	215	256
6GIQ-A	test_pdbch	0	457	457	256
6GIQ-e~	test_pdbch	0	153	153	256
6GIQ-H	test_pdbch	0	94	94	256
6GIQ-h~	test_pdbch	0	78	78	256
6GIQ-j~	test_pdbch	0	83	83	256
6GIQ-f~	test_pdbch	0	148	148	256
6GIQ-D	test_pdbch	0	309	309	256
6GIQ-G	test_pdbch	0	127	127	256
6GIQ-U	test_pdbch	0	77	77	256
6GPK-A	test_pdbch	0	373	373	256
6GSA-C	test_pdbch	0	197	197	256
6GQD-A	test_pdbch	0	380	380	256
6GQZ-A	test_pdbch	0	174	174	256
6GYK-M	test_pdbch	0	345	345	256
6GYK-V	test_pdbch	0	129	129	256
6GU6-A	test_pdbch	0	302	302	256
6GYL-Q	test_pdbch	0	735	735	256
6GYM-3	test_pdbch	0	321	321	256
6GYM-4	test_pdbch	0	338	338	256
6GZH-B	test_pdbch	0	726	726	256
6H1E-A	test_pdbch	0	208	208	256
6H1D-B	test_pdbch	0	126	126	256
6H25-A	test_pdbch	0	443	443	256
6H45-A	test_pdbch	1	392	393	256
6H7D-A	test_pdbch	0	521	521	256
6GYP-E	test_pdbch	0	956	956	256
6H58-x~	test_pdbch	0	95	95	256
6HB9-A	test_pdbch	0	129	129	256
6H58-y~	test_pdbch	0	557	557	256
6H4N-g~	test_pdbch	0	161	161	256
6HD1-C	test_pdbch	0	459	459	256
6HCS-A	test_pdbch	0	167	167	256
6HHQ-h~	test_pdbch	0	319	319	256
6HGE-B	test_pdbch	0	409	409	256
6HD5-v~	test_pdbch	0	176	176	256
6HHQ-5	test_pdbch	0	121	121	256
6HHQ-p~	test_pdbch	0	256	256	256
6HIV-DE	test_pdbch	0	746	746	46
6HHQ-P	test_pdbch	0	138	138	256
6HHQ-G	test_pdbch	0	225	225	256
6HIX-BI	test_pdbch	0	343	343	256
6HIZ-CR	test_pdbch	0	320	320	256
6HIZ-Ck~	test_pdbch	0	874	874	35
6HKW-A	test_pdbch	0	363	363	256
6HOG-A	test_pdbch	0	129	129	256
6HMD-A	test_pdbch	0	365	365	256
6HOJ-A	test_pdbch	0	127	127	256
6HRA-A	test_pdbch	0	557	557	256
6HU9-b~	test_pdbch	0	236	236	256
6HT9-B	test_pdbch	0	378	378	256
6HU9-a~	test_pdbch	0	534	534	256
6HU9-I	test_pdbch	0	66	66	256
6HU9-c~	test_pdbch	0	269	269	256
6HUJ-A	test_pdbch	0	464	464	256
6HU9-F	test_pdbch	0	147	147	256
6HU9-k~	test_pdbch	0	131	131	256
6HUO-B	test_pdbch	0	473	473	256
6HYN-A	test_pdbch	0	138	138	256
6HYL-A	test_pdbch	0	138	138	256
6I0M-A	test_pdbch	0	517	517	256
6HV9-B	test_pdbch	0	689	689	256
6I3Y-A	test_pdbch	0	90	90	256
6HYO-A	test_pdbch	0	137	137	256
6I52-A	test_pdbch	0	122	122	256
6I44-A	test_pdbch	0	627	627	256
6IB8-A	test_pdbch	0	271	271	256
6IBL-A	test_pdbch	0	416	416	256
6ICZ-N	test_pdbch	0	144	144	256
6ID1-a~	test_pdbch	0	126	126	256
6IJN-A	test_pdbch	0	376	376	256
6ID0-O	test_pdbch	0	420	420	256
6IF2-B	test_pdbch	0	186	186	256
6ID1-L	test_pdbch	0	802	802	256
6IOZ-A	test_pdbch	0	517	517	256
6IP5-1D	test_pdbch	0	257	257	256
6ID1-V	test_pdbch	0	795	795	256
6IP5-2F	test_pdbch	0	211	211	256
6IP5-2M	test_pdbch	0	176	176	256
6IP6-2L	test_pdbch	0	196	196	256
6ISU-A	test_pdbch	0	230	230	256
6IP5-2Q	test_pdbch	0	157	157	256
6IRS-B	test_pdbch	0	527	527	256
6IWR-A	test_pdbch	0	597	597	256
6IYY-A	test_pdbch	0	317	317	256
6J2C-O	test_pdbch	0	393	393	256
6IYB-A	test_pdbch	0	199	199	256
6J6H-n~	test_pdbch	0	455	455	256
6J6G-I	test_pdbch	0	215	215	256
6J30-Q	test_pdbch	0	434	434	256
6J6Q-H	test_pdbch	0	235	235	256
6JB6-A	test_pdbch	0	205	205	256
6JPF-A	test_pdbch	0	772	772	256
6M7X-A	test_pdbch	0	484	484	256
6MDN-H	test_pdbch	0	207	207	256
6MBJ-A	test_pdbch	0	599	599	256
6J79-A	test_pdbch	0	871	871	256
6MHU-A	test_pdbch	0	251	251	256
6MGW-A	test_pdbch	0	781	781	256
6MI7-C	test_pdbch	0	208	208	256
6MO6-A	test_pdbch	0	414	414	256
6MRT-A	test_pdbch	0	324	324	256
6MSD-Z	test_pdbch	0	324	324	256
6MRG-A	test_pdbch	0	580	580	256
6MSK-b~	test_pdbch	0	377	377	256
6MSN-A	test_pdbch	0	604	604	256
6MSO-A	test_pdbch	0	585	585	256
6MZC-R	test_pdbch	0	161	161	256
6MSE-U	test_pdbch	0	953	953	256
6MZL-P	test_pdbch	0	211	211	256
6MZC-I	test_pdbch	0	677	677	256
6MZL-N	test_pdbch	0	218	218	256
6MZM-G	test_pdbch	0	800	800	256
6MZM-L	test_pdbch	0	264	264	256
6N3Q-B	test_pdbch	0	82	82	256
6N3Q-F	test_pdbch	0	193	193	256
6N3Q-D	test_pdbch	0	663	663	256
6N1K-A	test_pdbch	0	451	451	256
6N3Q-E	test_pdbch	0	206	206	256
6N88-C	test_pdbch	0	194	194	256
6N8J-m~	test_pdbch	0	486	486	256
6N8N-V	test_pdbch	0	518	518	256
6N8K-E	test_pdbch	0	176	176	256
6N8N-Y	test_pdbch	0	364	364	256
6ND1-B	test_pdbch	0	480	480	256
6NT9-A	test_pdbch	0	742	742	256
6NDJ-A	test_pdbch	0	473	473	256
6NU3-9	test_pdbch	0	137	137	256
6N8P-A	test_pdbch	0	979	979	256
6NQ0-A	test_pdbch	0	756	756	256
6NU2-9	test_pdbch	0	123	123	256
6NU3-AJ	test_pdbch	0	138	138	256
6NU3-AV	test_pdbch	0	414	414	256
6NU3-p~	test_pdbch	0	206	206	256
6O00-A	test_pdbch	0	820	820	256
6O5B-J	test_pdbch	0	351	351	256
6O7T-g~	test_pdbch	0	160	160	256
6O20-F	test_pdbch	0	169	169	256
6NUW-E	test_pdbch	0	461	461	256
6O7U-o~	test_pdbch	0	164	164	256
6O7X-J	test_pdbch	0	114	114	256
6O7W-d~	test_pdbch	0	345	345	256
6O81-C	test_pdbch	0	368	368	256
6O81-S	test_pdbch	0	472	472	256
6O85-E	test_pdbch	0	523	523	256
6O85-G	test_pdbch	0	305	305	256
6O85-A	test_pdbch	0	721	721	256
6O9L-K	test_pdbch	0	117	117	256
6O9M-2	test_pdbch	0	462	462	256
6O9Z-L	test_pdbch	0	323	323	256
6O9L-R	test_pdbch	0	291	291	256
6O8B-A	test_pdbch	0	665	665	256
6O9M-3	test_pdbch	0	309	309	256
6O9L-1	test_pdbch	0	548	548	256
6OAZ-A	test_pdbch	0	448	448	256
6OH3-A	test_pdbch	0	330	330	256
6OIJ-A	test_pdbch	0	353	353	256
6Q98-W	test_pdbch	0	85	85	256
6Q97-5	test_pdbch	0	145	145	256
6OIK-A	test_pdbch	0	354	354	256
6QAO-A	test_pdbch	0	508	508	256
6OV8-A	test_pdbch	0	430	430	256
6QD5-A	test_pdbch	0	367	367	256
6QDV-c~	test_pdbch	0	586	586	256
6QUL-W	test_pdbch	0	94	94	256
6QKZ-I	test_pdbch	0	423	423	256
6QI9-D	test_pdbch	0	463	463	256
6QI8-A	test_pdbch	0	456	456	256
6QX9-1A	test_pdbch	0	282	282	256
6QKC-A	test_pdbch	0	915	915	256
6QW6-64	test_pdbch	0	139	139	256
6QVC-B	test_pdbch	0	988	988	256
6QX9-1K	test_pdbch	0	437	437	256
6QX9-62	test_pdbch	0	95	95	256
6QX9-1C	test_pdbch	0	159	159	256
6QXA-A	test_pdbch	0	735	735	256
6QZP-SH	test_pdbch	0	186	186	256
6QX9-4A	test_pdbch	0	683	683	256
6R5K-D	test_pdbch	0	581	581	256
7ODC-A	test_pdbch	0	424	424	256
16PK-A	train_pdbch	0	415	415	256
155C-A	train_pdbch	0	135	135	256
154L-A	train_pdbch	0	185	185	256
6R7Z-A	test_pdbch	0	667	667	256
7PCK-A	test_pdbch	0	314	314	256
1914-A	train_pdbch	0	232	232	256
16VP-A	train_pdbch	0	366	366	37
6R3V-A	test_pdbch	0	439	439	256
19HC-A	train_pdbch	0	292	292	256
1A0D-A	train_pdbch	0	440	440	256
1A0C-A	train_pdbch	0	438	438	256
1A0E-A	train_pdbch	0	443	443	256
1A0H-A	train_pdbch	0	159	159	256
1A05-A	train_pdbch	0	358	358	256
1A0I-A	train_pdbch	0	348	348	256
1A0J-A	train_pdbch	0	223	223	256
1A0R-P	train_pdbch	0	245	245	256
1A14-L	train_pdbch	0	104	104	256
1A0Q-L	train_pdbch	0	212	212	256
1A14-H	train_pdbch	0	120	120	256
1A1S-A	train_pdbch	0	314	314	256
1A17-A	train_pdbch	0	166	166	256
1A25-A	train_pdbch	0	149	149	256
1A1Z-A	train_pdbch	0	91	91	256
1A2O-A	train_pdbch	0	349	349	256
1A47-A	train_pdbch	0	683	683	256
1A2Z-A	train_pdbch	0	220	220	256
1A3W-A	train_pdbch	0	500	500	256
1A41-A	train_pdbch	0	234	234	256
1A2A-A	train_pdbch	0	122	122	256
1A4B-A	train_pdbch	0	129	129	256
1A57-A	train_pdbch	0	116	116	256
1A6D-B	train_pdbch	0	543	543	256
1A63-A	train_pdbch	0	130	130	256
1A6E-A	train_pdbch	0	545	545	256
1A5I-A	train_pdbch	0	265	265	256
1A6C-A	train_pdbch	0	513	513	118
1A5Z-A	train_pdbch	0	319	319	256
1A6X-A	train_pdbch	0	87	87	256
1A6Y-A	train_pdbch	0	94	94	256
1A59-A	train_pdbch	0	378	378	256
1A70-A	train_pdbch	0	97	97	256
1A6Z-A	train_pdbch	0	275	275	256
1A75-A	train_pdbch	0	108	108	256
1A73-A	train_pdbch	0	163	163	256
1A6R-A	train_pdbch	0	471	471	256
1A76-A	train_pdbch	0	326	326	256
1A7G-E	train_pdbch	0	82	82	256
1A7M-A	train_pdbch	0	180	180	256
1A79-A	train_pdbch	0	171	171	256
1A7O-L	train_pdbch	0	106	106	256
1A80-A	train_pdbch	0	277	277	256
1A7V-A	train_pdbch	0	125	125	256
1A87-A	train_pdbch	0	321	321	256
1A81-A	train_pdbch	0	254	254	256
1A88-A	train_pdbch	0	275	275	256
1A99-A	train_pdbch	0	344	344	256
1A8P-A	train_pdbch	0	258	258	256
1A8Q-A	train_pdbch	0	274	274	256
1A8S-A	train_pdbch	0	273	273	256
1A9O-A	train_pdbch	0	289	289	256
1AA3-A	train_pdbch	0	63	63	256
1AA7-A	train_pdbch	0	158	158	19
1A9V-A	train_pdbch	0	129	129	256
1ABR-B	train_pdbch	0	267	267	256
1AC5-A	train_pdbch	0	483	483	256
1AB8-A	train_pdbch	0	220	220	256
1ABV-A	train_pdbch	0	134	134	256
1ACX-A	train_pdbch	0	108	108	256
1AD5-A	train_pdbch	0	438	438	256
1AD4-A	train_pdbch	0	266	266	256
1AE7-A	train_pdbch	0	119	119	256
1AD6-A	train_pdbch	0	185	185	256
1ADZ-A	train_pdbch	0	71	71	256
1ADR-A	train_pdbch	0	76	76	256
1ADJ-A	train_pdbch	0	421	421	256
1AE1-A	train_pdbch	0	273	273	256
1AEC-A	train_pdbch	0	218	218	256
1AE9-A	train_pdbch	0	179	179	256
1AF5-A	train_pdbch	0	135	135	256
1AFA-1	train_pdbch	0	154	154	256
1AFS-A	train_pdbch	0	323	323	256
1AG8-A	train_pdbch	0	499	499	256
1AFJ-A	train_pdbch	0	72	72	256
1AG9-A	train_pdbch	0	175	175	256
1AH9-A	train_pdbch	0	71	71	256
1AGQ-A	train_pdbch	0	135	135	256
1AHD-P	train_pdbch	0	68	68	256
1AHW-A	train_pdbch	0	214	214	256
1AIS-B	train_pdbch	0	200	200	256
1AIP-C	train_pdbch	0	196	196	256
1AIW-A	train_pdbch	0	62	62	256
1AIH-A	train_pdbch	0	170	170	256
1AJ8-A	train_pdbch	0	371	371	256
1AJK-A	train_pdbch	0	214	214	256
1AJO-A	train_pdbch	0	214	214	256
1AK7-A	train_pdbch	0	174	174	256
1AK1-A	train_pdbch	0	310	310	256
1AK0-A	train_pdbch	0	270	270	256
1AKO-A	train_pdbch	0	268	268	256
1AKM-A	train_pdbch	0	333	333	256
1AKN-A	train_pdbch	0	579	579	256
1AKL-A	train_pdbch	0	470	470	256
1AKP-A	train_pdbch	0	114	114	256
1AKS-B	train_pdbch	0	98	98	256
1AK5-A	train_pdbch	0	503	503	256
1AL0-G	train_pdbch	0	175	175	256
1AL8-A	train_pdbch	0	359	359	256
1AL3-A	train_pdbch	0	324	324	256
1AM9-A	train_pdbch	0	82	82	256
1ALL-A	train_pdbch	0	160	160	256
1ALL-B	train_pdbch	0	161	161	256
1ALQ-A	train_pdbch	0	266	266	256
1AM5-A	train_pdbch	0	324	324	256
1AM2-A	train_pdbch	0	199	199	256
1AN4-A	train_pdbch	0	65	65	256
1AMX-A	train_pdbch	0	180	180	256
1ANU-A	train_pdbch	0	138	138	256
1AO0-A	train_pdbch	0	459	459	256
1AOC-A	train_pdbch	0	175	175	9
1AOA-A	train_pdbch	0	275	275	256
1AO7-D	train_pdbch	0	204	204	256
1AOI-B	train_pdbch	0	87	87	256
1AOK-A	train_pdbch	0	122	122	256
1ANV-A	train_pdbch	0	356	356	108
1AOY-A	train_pdbch	0	78	78	256
1AOM-A	train_pdbch	0	567	567	256
1APA-A	train_pdbch	0	266	266	256
1APS-A	train_pdbch	0	98	98	256
1AQ0-A	train_pdbch	0	306	306	256
1AQC-A	train_pdbch	0	172	172	256
1AQK-L	train_pdbch	0	216	216	256
1APX-A	train_pdbch	0	249	249	256
1AR1-C	train_pdbch	0	127	127	256
1AQE-A	train_pdbch	0	111	111	256
1AQU-A	train_pdbch	0	297	297	256
1AS8-A	train_pdbch	0	343	343	256
1ASH-A	train_pdbch	0	150	150	256
1AT3-A	train_pdbch	0	247	247	125
1ASZ-A	train_pdbch	0	490	490	256
1ASS-A	train_pdbch	0	159	159	256
1ATB-A	train_pdbch	0	62	62	256
1ATT-A	train_pdbch	0	429	429	256
1ATG-A	train_pdbch	0	231	231	256
1AUM-A	train_pdbch	0	70	70	256
1AU7-A	train_pdbch	0	146	146	256
1AUX-A	train_pdbch	0	311	311	256
1AUZ-A	train_pdbch	0	116	116	256
1AUT-L	train_pdbch	0	114	114	256
1AUN-A	train_pdbch	0	208	208	256
1AV1-A	train_pdbch	0	201	201	256
1AUO-A	train_pdbch	0	218	218	256
1AVA-A	train_pdbch	0	403	403	256
1AVB-A	train_pdbch	0	226	226	256
1AVA-C	train_pdbch	0	181	181	256
1AVF-A	train_pdbch	0	329	329	256
1AW2-A	train_pdbch	0	256	256	256
1AW8-B	train_pdbch	1	91	92	256
1AVU-A	train_pdbch	0	181	181	256
1AVO-B	train_pdbch	0	140	140	256
1AW7-A	train_pdbch	0	194	194	250
1AXD-A	train_pdbch	0	209	209	256
1AW9-A	train_pdbch	0	216	216	256
1AX8-A	train_pdbch	0	146	146	151
1AWC-A	train_pdbch	0	110	110	256
1AY2-A	train_pdbch	0	158	158	256
1AWD-A	train_pdbch	0	94	94	256
1AXK-A	train_pdbch	0	394	394	256
1AY8-A	train_pdbch	0	394	394	256
1AY9-A	train_pdbch	0	108	108	256
1AZW-A	train_pdbch	0	313	313	256
1B04-A	train_pdbch	0	318	318	256
1B10-A	train_pdbch	0	142	142	124
1AYN-2	train_pdbch	0	261	261	256
1AZZ-A	train_pdbch	0	226	226	256
1B0U-A	train_pdbch	0	262	262	256
1B06-A	train_pdbch	0	210	210	256
1B15-A	train_pdbch	0	254	254	256
1B26-A	train_pdbch	0	416	416	256
1B33-N	train_pdbch	0	67	67	256
1B33-B	train_pdbch	0	161	161	256
1B20-A	train_pdbch	0	110	110	256
1B1B-A	train_pdbch	0	140	140	256
1B35-B	train_pdbch	0	255	255	256
1B1X-A	train_pdbch	0	689	689	256
1B3C-A	train_pdbch	0	64	64	256
1B3T-A	train_pdbch	0	147	147	8
1B3Z-A	train_pdbch	0	302	302	256
1B44-D	train_pdbch	0	129	129	6
1B43-A	train_pdbch	0	340	340	256
1B4A-A	train_pdbch	0	149	149	256
1B48-A	train_pdbch	0	221	221	256
1B4U-A	train_pdbch	0	139	139	256
1B4N-A	train_pdbch	0	619	619	256
1B55-A	train_pdbch	0	169	169	256
1B5F-A	train_pdbch	0	239	239	256
1B5F-B	train_pdbch	0	87	87	256
1B5E-A	train_pdbch	0	246	246	256
1B5L-A	train_pdbch	0	172	172	256
1B5S-A	train_pdbch	0	242	242	256
1B64-A	train_pdbch	0	91	91	256
1B65-A	train_pdbch	0	375	375	256
1B66-A	train_pdbch	0	140	140	256
1B72-A	train_pdbch	0	97	97	256
1B67-A	train_pdbch	0	68	68	256
1B78-A	train_pdbch	0	193	193	256
1B6V-A	train_pdbch	0	124	124	256
1B79-A	train_pdbch	0	119	119	256
1B76-A	train_pdbch	0	442	442	256
1B7D-A	train_pdbch	0	61	61	256
1B7E-A	train_pdbch	0	420	420	256
1B7T-Y	train_pdbch	0	156	156	256
1B7G-O	train_pdbch	0	340	340	256
1B8I-A	train_pdbch	0	81	81	256
1B85-A	train_pdbch	0	351	351	256
1B8D-B	train_pdbch	0	177	177	256
1B89-A	train_pdbch	0	449	449	256
1B8H-A	train_pdbch	0	228	228	256
1B8U-A	train_pdbch	0	329	329	256
1B8T-A	train_pdbch	0	192	192	256
1B9B-A	train_pdbch	0	255	255	256
1B9C-A	train_pdbch	-2	238	236	256
1B9L-A	train_pdbch	0	120	120	256
1B9H-A	train_pdbch	0	388	388	256
1B9M-A	train_pdbch	0	265	265	256
1B8X-A	train_pdbch	0	280	280	256
1B9R-A	train_pdbch	0	105	105	256
1B9T-A	train_pdbch	0	390	390	102
